mean,var,temp
9.824501,0.033438,33.78706
9.820882,0.023933,33.79559
9.790525,0.003602,33.78823
9.815133,0.02711,33.78912
9.817415,0.024911,33.78617
9.78739,0.013079,33.78441
9.830395,0.015005,33.79353
9.880049,0.042714,33.85647
9.829206,0.032214,33.815
9.782735,0.01604,33.83029
9.836992,0.018304,33.845
9.570585,0.336527,33.84177
9.987514,6.707433,33.84794
9.443703,1.275031,33.84735
9.447401,1.103382,33.85029
11.75245,6.138299,33.84647
9.81731,0.02924,33.85647
9.785734,0.017552,33.85912
9.795047,0.023767,33.86412
9.792222,0.019846,33.85794
9.748931,0.01288,33.87206
9.760626,0.022306,33.86647
9.770232,0.02022,33.86382
9.722637,0.017899,33.86706
9.761728,0.013596,33.86353
9.776637,0.023401,33.87294
9.800531,0.016259,33.86294
9.777609,0.033791,33.86677
9.81692,0.025438,33.87206
9.797612,0.022485,33.87118
9.834921,0.020406,33.88265
9.756403,0.015275,33.87412
9.799542,0.007513,33.88765
9.78686,0.011814,33.88765
9.855873,0.026399,33.88353
9.848864,0.018308,33.88676
9.72946,0.008383,33.88559
9.851748,0.021378,33.88882
9.793447,0.017155,33.89323
9.793797,0.012184,33.90383
9.894129,0.00374,33.91383
10.03689,0.279985,33.91853
10.20503,1.264173,33.92088
9.888746,13.3226,33.92765
9.279153,4.13462,33.92471
9.909321,0.025536,33.93088
9.78685,0.031361,33.93941
14.10439,6.844204,33.94912
10.77758,5.940021,33.9403
9.836888,0.005237,33.94883
9.791509,0.003866,33.95941
9.769929,0.003132,33.9697
9.790182,0.008716,33.97206
9.816422,0.006913,33.97176
9.735858,0.008133,33.97235
9.792692,0.0092,33.97147
9.825533,0.009123,33.9747
9.812102,0.009231,33.99176
9.782732,0.003823,33.99647
9.787935,0.006798,33.99677
9.797046,0.022821,33.99559
9.788655,0.024918,34.00617
9.785357,0.007657,34.00265
9.781611,0.016147,34.00971
9.837817,0.010984,34.01912
9.864805,0.014676,34.02588
9.813888,0.005798,34.03118
9.795757,0.000384,34.03617
9.805576,0.00053,34.03265
9.813799,0.002927,34.05206
9.80404,0.009809,34.04941
9.813766,0.020678,34.05706
9.797884,0.016059,34.06647
9.801872,0.01182,34.07146
9.844347,0.008803,34.07824
9.664575,0.001983,34.09441
9.745631,0.008691,34.09471
9.819866,0.012363,34.09853
9.780703,0.005827,34.09235
9.760455,0.006336,34.10236
9.774649,0.007006,34.1
9.806404,0.00568,34.11677
9.799288,0.01471,34.12324
9.773621,0.007963,34.12677
9.806959,0.007708,34.13412
9.811817,0.007497,34.14529
9.796583,0.005037,34.14471
9.77881,0.017223,34.14559
9.790281,0.012858,34.155
9.774759,0.007478,34.16618
9.811418,0.011573,34.17412
9.806593,0.007287,34.18
9.809999,0.010138,34.18853
9.805421,0.011253,34.19471
9.818437,0.008583,34.20206
9.820628,0.009273,34.21059
9.777702,0.004358,34.20647
9.74597,0.003047,34.21824
9.813235,0.00754,34.22294
9.804292,0.008933,34.21647
9.799329,0.007278,34.22823
9.799641,0.006938,34.24206
9.815945,0.007882,34.24118
9.813787,0.006046,34.25176
9.774031,0.008102,34.25353
9.788594,0.014603,34.25735
9.793436,0.01089,34.26794
9.785603,0.00978,34.27323
9.77734,0.009911,34.27882
9.777095,0.008635,34.29029
9.797477,0.011941,34.29294
9.796667,0.010557,34.29676
9.830664,0.009172,34.30794
9.808421,0.007513,34.31794
9.912637,0.121861,34.31353
9.818695,0.010431,34.32441
9.833513,0.086358,34.33941
9.83558,0.002468,34.32971
9.784685,0.002812,34.33941
9.799674,0.003151,34.36176
9.821144,0.011502,34.36971
9.788833,0.012071,34.36882
9.745796,0.014872,34.375
9.800074,0.005365,34.3747
9.802006,0.009072,34.37206
9.771921,0.004969,34.37941
9.83161,0.005369,34.38471
9.799711,0.017793,34.37706
9.792471,0.011779,34.37824
9.796441,0.007006,34.38941
9.803623,0.015853,34.37294
9.834534,0.003562,34.39059
9.77418,0.01297,34.38971
9.806166,0.006834,34.38941
9.772263,0.006344,34.39912
9.784369,0.024507,34.3953
9.771364,0.000754,34.40765
9.798721,0.000347,34.405
9.793816,0.000404,34.41558
9.783837,0.00034,34.41471
9.786613,0.000179,34.42883
9.784443,0.000332,34.425
9.789758,0.000214,34.43176
9.789022,0.000252,34.4397
9.789876,0.000161,34.45206
9.793173,3.2e-05,34.4347
9.795009,0.000201,34.45029
9.789278,0.000303,34.4547
9.787865,8.3e-05,34.45912
9.788742,0.000249,34.45588
9.786936,0.000206,34.46294
9.798856,0.001897,34.4697
9.85771,0.005,34.47529
9.794432,0.000606,34.4847
9.795111,0.000106,34.48294
9.794718,7.8e-05,34.485
9.807197,0.000229,34.49353
9.795375,0.000886,34.50176
9.789276,0.003634,34.50471
9.772675,0.106896,34.51588
9.743903,0.121289,34.52941
9.794749,0.001027,34.53294
9.801935,0.001335,34.53912
9.819743,0.007398,34.54676
9.801054,0.000165,34.54882
9.791607,0.000505,34.56529
9.799151,0.000179,34.56206
9.800291,9.6e-05,34.55647
9.797129,0.000111,34.56911
9.795382,0.000155,34.57059
9.79164,0.000316,34.57176
9.79962,0.000245,34.57
9.799166,0.000162,34.57029
9.7912,7.5e-05,34.56529
9.807288,0.007534,34.57794
9.842436,0.013869,34.57647
9.80007,0.000899,34.58823
9.791005,0.001397,34.58647
9.779869,0.046159,34.59265
9.789,0.025849,34.59824
9.82176,0.015969,34.61912
9.81013,0.015501,34.60941
9.797131,0.007032,34.62206
9.783141,0.003027,34.63647
9.807861,0.003015,34.64677
9.778528,0.00057,34.65618
9.775887,0.001142,34.65412
9.909971,0.02848,34.66647
9.787471,0.028803,34.665
9.776957,0.016312,34.6853
9.789648,0.000666,34.68794
14.70765,43.23831,34.68324
9.793153,0.045561,34.69029
12.45752,29.25203,34.69971
8.641192,21.47171,34.69941
6.742189,28.06029,34.70441
12.81398,20.59516,34.70294
9.982975,27.31187,34.70088
9.021429,69.76231,34.70559
10.58499,19.14282,34.71177
9.786492,0.000214,34.70588
9.789766,0.000209,34.69265
9.7883,0.000293,34.69677
9.793863,7.5e-05,34.68912
9.791215,0.000228,34.67559
9.796298,0.000132,34.67677
9.793626,0.000182,34.67706
9.788105,0.000139,34.68176
9.79681,0.00016,34.67736
9.79539,0.000186,34.66706
9.78829,0.000193,34.66764
9.797554,0.000145,34.66059
9.797295,0.000198,34.66265
9.788361,0.0001,34.65765
9.796804,0.000207,34.65294
9.791126,0.000206,34.65235
9.79487,0.000385,34.64559
9.784294,0.000156,34.63441
9.786544,0.00042,34.62794
9.79098,0.000224,34.63412
9.788737,0.000141,34.63
9.788893,0.000133,34.62088
9.782069,8e-05,34.62471
9.789824,0.000183,34.61677
9.7908,0.000136,34.60677
9.788211,0.00025,34.60677
9.791795,0.000245,34.59941
9.789634,9.6e-05,34.5947
9.78948,0.000246,34.59412
9.792851,0.000479,34.59089
9.787596,0.00025,34.58912
9.793068,0.000277,34.58088
9.794309,0.00019,34.57941
9.786305,0.000162,34.57706
9.795799,0.000192,34.5747
9.796099,0.000149,34.5647
9.789983,0.000244,34.57206
9.790087,0.000244,34.57383
9.793292,0.000291,34.57676
9.790298,9.7e-05,34.57706
9.792033,0.000108,34.57559
9.789989,4.4e-05,34.56911
9.791871,0.000321,34.56236
9.7909,0.000101,34.555
9.797861,0.000202,34.54971
9.784035,0.000145,34.54735
9.790952,0.000272,34.53088
9.786013,0.000206,34.52647
9.793873,0.000385,34.52706
9.794561,0.000281,34.52059
9.793465,0.000347,34.51647
9.794732,0.000274,34.52118
9.790596,0.000102,34.51353
9.788413,0.000172,34.51971
9.797447,0.000167,34.51706
9.7994,0.000193,34.52323
9.800391,0.000118,34.52765
9.795166,0.000126,34.52471
9.787438,0.000549,34.52529
9.794812,0.000245,34.52
9.790703,0.000139,34.515
9.790949,9.9e-05,34.5303
9.796151,0.000139,34.51794
9.803896,0.000278,34.51823
9.790201,0.000259,34.51412
9.796614,0.000221,34.51176
9.794917,0.000104,34.49706
9.798903,0.000201,34.50353
9.787615,0.000338,34.5097
9.807829,0.001146,34.50765
9.494202,1.82754,34.50588
10.41603,10.98856,34.49912
10.52862,2.769903,34.49824
10.29002,18.98225,34.51147
8.548174,5.948171,34.51941
12.02363,7.35893,34.51323
10.4736,7.186604,34.52412
11.29711,7.4022,34.52412
9.784468,0.000349,34.52235
9.786558,7.4e-05,34.52264
9.789233,0.0001,34.52353
9.786012,0.000227,34.53176
9.790032,7.3e-05,34.52059
9.783716,0.000426,34.51823
9.778367,0.000507,34.5003
9.786641,0.000112,34.505
9.783443,0.000356,34.49324
9.780838,0.000293,34.48264
9.785822,0.00026,34.47794
9.792218,0.000163,34.46912
9.782705,0.000205,34.47294
9.791596,0.000187,34.46794
9.785236,3.4e-05,34.45971
9.780879,0.000117,34.45029
9.784048,0.000321,34.44735
9.781742,0.000221,34.43911
9.790569,0.000129,34.44147
9.782337,0.000325,34.42941
9.783024,0.000238,34.43618
9.784746,0.000169,34.43706
9.780334,0.000291,34.44088
9.780868,0.000295,34.43882
9.785905,9.5e-05,34.43794
9.780311,0.000187,34.42236
9.778851,0.00018,34.42265
9.785303,0.000104,34.42765
9.782683,0.000168,34.43059
9.786249,7.8e-05,34.42736
9.783882,0.00013,34.42677
9.786038,0.00034,34.41647
9.775985,0.000231,34.41236
9.776487,0.000105,34.40029
9.784731,0.000215,34.39824
9.771039,0.000134,34.39294
9.781605,0.000124,34.3803
9.779574,0.000111,34.38235
9.774757,0.000143,34.37294
9.776389,0.000171,34.37
9.781611,9.9e-05,34.36794
9.781341,0.000108,34.37265
9.772573,0.000213,34.37147
9.782266,0.000363,34.36853
9.771699,0.000216,34.35912
9.784671,0.000144,34.35294
9.777403,0.000453,34.35206
9.783997,0.0003,34.35471
9.786788,0.000158,34.35883
9.768311,8.4e-05,34.35323
9.779604,0.000137,34.35647
9.770906,0.00017,34.35412
9.781781,0.000138,34.34824
9.77333,0.000109,34.35059
9.776394,0.000337,34.345
9.778016,0.000363,34.34029
9.768355,7.5e-05,34.33177
9.777873,0.000105,34.33853
9.780294,0.000202,34.34353
9.777073,8.7e-05,34.34647
9.773566,0.000146,34.34353
9.768259,0.000265,34.34441
9.776075,0.000101,34.34118
9.771326,0.000144,34.34382
9.773213,0.000217,34.36441
9.776466,0.000227,34.36853
9.775626,0.000229,34.355
9.77429,0.000254,34.3453
9.776494,8.6e-05,34.34529
9.730745,0.027244,34.35412
9.774495,0.00013,34.34912
9.808166,0.015479,34.34059
9.7651,0.00013,34.34089
9.762556,0.000695,34.34147
9.777171,5e-05,34.34059
9.77523,0.000733,34.33588
9.77223,0.000329,34.33177
9.775676,0.000132,34.34029
9.773026,0.000185,34.34412
9.771848,0.000182,34.34147
9.769343,5e-05,34.3503
9.782158,0.000342,34.35382
9.768583,0.000312,34.35735
9.774351,0.000815,34.35647
9.772281,0.000164,34.37206
9.777822,0.000136,34.35853
9.775869,0.000295,34.36912
9.766157,0.00021,34.37059
9.775454,0.000266,34.37118
9.763971,0.000209,34.36118
9.766664,0.000104,34.35765
9.77494,0.00019,34.36853
9.773702,0.000383,34.37588
9.76972,0.000167,34.37353
9.765448,0.000174,34.36853
9.771093,0.000201,34.36853
9.737357,0.007403,34.36971
9.673806,0.009758,34.37441
9.810712,0.021751,34.38088
9.746612,0.000153,34.38441
9.742204,0.000152,34.39529
9.749668,6.5e-05,34.39294
9.743155,0.00013,34.39706
9.746574,7.2e-05,34.39618
9.747675,0.000175,34.39647
9.746494,0.000323,34.39001
9.740598,0.000116,34.37206
9.748689,0.000124,34.36294
9.752544,0.000144,34.35147
9.740012,0.000395,34.33912
9.750978,0.000233,34.32824
9.746042,0.000351,34.32088
9.748594,5.2e-05,34.30853
9.752474,5.4e-05,34.32236
9.745059,0.000266,34.31647
9.754692,0.000133,34.31765
9.745309,0.00062,34.31294
9.743731,0.002498,34.31176
9.770468,0.000169,32.42588
9.774805,0.000241,32.59294
9.779964,0.000144,32.66588
9.777318,0.000234,32.72941
9.763643,5.3e-05,32.76529
9.7652,0.002617,32.81293
9.767276,0.000235,32.84647
9.76825,0.000249,32.87294
9.774126,0.000284,32.89559
9.770896,0.000205,32.91735
9.765819,0.000212,32.93912
9.782709,0.000365,32.9553
9.78127,0.000169,32.97
9.767912,0.000315,32.98559
9.775398,0.001068,33.02647
9.855297,0.045941,33.07412
9.991514,1.237243,32.93118
10.39671,22.63502,32.905
9.497486,0.56152,32.94441
9.80887,3.631282,32.97764
9.798089,0.000206,33.00176
9.806103,0.000134,33.02853
9.805267,0.000188,33.03706
9.803843,0.000154,33.05
9.795271,0.000233,33.07383
9.795568,0.000265,33.08912
9.804533,0.000127,33.09853
9.805914,0.000134,33.11177
9.797413,0.000179,33.13059
9.809181,0.000205,33.14382
9.805949,0.000197,33.14442
9.802992,0.000193,33.15794
9.792397,0.000339,33.16117
9.796791,0.000324,33.17089
9.802168,0.000158,33.17294
9.803989,0.00026,33.19147
9.789444,0.000104,33.195
9.801311,0.000287,33.20559
9.795125,0.00013,33.20618
9.796273,0.000205,33.21471
9.800351,0.000108,33.23058
9.804475,0.000127,33.23823
9.794939,0.000214,33.24059
9.790889,0.000405,33.25617
9.802311,0.000229,33.2647
9.796846,0.000161,33.26353
9.796453,7.5e-05,33.28382
9.803027,0.000869,33.27412
9.802677,0.000405,33.27911
9.795244,0.000284,33.28823
9.79928,0.000407,33.30147
9.798321,0.000131,33.29794
9.805414,0.000227,33.31647
9.797254,0.00014,33.32559
9.796499,0.000126,33.32912
9.79584,0.000203,33.34235
9.794346,0.000105,33.34471
9.794817,9.1e-05,33.35941
9.795191,0.000224,33.36442
9.800111,0.000271,33.36412
9.798818,0.000297,33.36294
9.796043,0.000382,33.36883
9.7965,0.000156,33.37147
9.802395,0.000401,33.37883
9.803418,0.000336,33.38706
9.800024,0.000274,33.39706
9.799147,0.000556,33.40206
9.804988,0.000195,33.4103
9.796908,6.4e-05,33.41206
9.78585,0.000222,33.41941
9.795221,0.00028,33.42882
9.7869,0.000238,33.42647
9.794914,0.000323,33.43588
9.794927,0.00013,33.43471
9.804717,0.000335,33.4397
9.797261,0.000444,33.44147
9.786674,0.000156,33.44441
9.798991,0.000211,33.45
9.792281,0.000184,33.45765
9.791339,0.000317,33.45823
9.803649,0.000409,33.45912
9.801127,0.000592,33.46176
9.801235,0.00024,33.47118
9.796577,0.00024,33.46912
9.797281,0.000231,33.47647
9.795246,0.000123,33.47617
9.798231,0.000147,33.47735
9.797873,9.9e-05,33.47912
9.798814,0.000273,33.48059
9.803156,0.000334,33.48177
9.800262,0.000185,33.48147
9.800726,0.000157,33.49088
9.797205,0.000286,33.49117
9.799431,0.000281,33.49882
9.795954,0.000144,33.49941
9.796527,0.000276,33.50235
9.799414,0.000119,33.51412
9.804571,0.000173,33.51823
9.796187,0.000346,33.5047
9.797354,0.000314,33.51647
9.788991,8.6e-05,33.52353
9.79459,0.000174,33.51412
9.790997,0.000227,33.52853
9.792105,8.1e-05,33.53059
9.788224,8.9e-05,33.53059
9.797495,9.6e-05,33.53852
9.803193,0.000129,33.54618
9.797464,0.0003,33.54206
9.798756,0.00012,33.54206
9.802732,0.000296,33.55706
9.771723,0.001586,33.55029
9.798856,0.000144,33.54912
9.788683,0.000459,33.54676
9.800428,0.000461,33.54765
9.791327,9.7e-05,33.54941
9.794222,0.000284,33.55941
9.800316,0.000148,33.56765
9.797899,7e-05,33.56853
9.798738,0.000145,33.56617
9.789886,0.000257,33.56617
9.788111,0.000253,33.57029
9.809258,0.000359,33.5797
9.797518,0.000762,33.58147
9.795713,0.000233,33.58206
9.796921,0.000154,33.58294
9.790587,0.00013,33.59177
9.792744,0.000141,33.58647
9.80197,0.000139,33.5997
9.797876,0.000416,33.59794
9.793075,0.00026,33.605
9.79354,0.00029,33.60559
9.801208,0.000267,33.61059
9.799665,0.000145,33.61677
9.781671,0.000789,33.60794
9.800525,0.000354,33.61118
9.7946,0.000239,33.61471
9.789016,7.7e-05,33.60824
9.795931,0.000126,33.60559
9.802376,0.000527,33.60853
9.795959,0.000668,33.6097
9.797608,0.000283,33.615
9.791883,0.000395,33.61265
9.799179,0.000345,33.61088
9.788997,0.000163,33.61618
9.789485,0.000695,33.61853
9.805377,0.000225,33.62706
12.84741,28.43268,33.62265
11.62345,39.64827,33.61794
12.19977,35.37708,33.60647
9.601152,31.57232,33.62559
11.57157,40.17981,33.62235
10.36536,27.21355,33.62559
10.52634,27.58406,33.62118
11.21059,22.14286,33.6353
9.695831,0.063241,33.63588
9.790382,0.002473,33.62883
9.791895,0.000186,33.62618
9.789522,0.000331,33.62265
9.790855,0.000693,33.61853
9.79162,0.00028,33.62059
9.793491,0.000262,33.62029
9.787059,0.000214,33.62794
9.787909,0.000146,33.62118
9.781012,0.000149,33.61883
9.795898,0.000157,33.61294
9.796405,0.000137,33.62088
9.793844,0.000264,33.61588
9.786812,0.000209,33.62941
9.782845,0.00013,33.62824
9.786797,0.000103,33.6203
9.790114,0.000122,33.62647
9.786488,0.000123,33.625
9.783567,0.000166,33.62735
9.782502,0.000244,33.61794
9.782183,0.000241,33.62471
9.784529,0.000115,33.61706
9.78138,0.000136,33.61942
9.777423,9.5e-05,33.61529
9.774502,0.000255,33.61353
9.783425,0.000199,33.61324
9.783536,0.000212,33.60853
9.783187,0.000176,33.60941
9.77893,0.000266,33.60323
9.769231,0.000145,33.59295
9.771327,0.000306,33.58471
9.768624,0.000187,33.58118
9.780217,0.000219,33.57
9.792797,0.000203,33.57882
9.77553,6.1e-05,33.57529
9.773259,0.000126,33.57412
9.7824,0.000154,33.56794
9.777228,0.000301,33.57088
9.782461,0.0001,33.57588
9.769834,4.4e-05,33.57235
9.770647,0.000142,33.57677
9.777781,0.000165,33.57323
9.766668,0.000212,33.58147
9.767787,0.000196,33.58265
9.770919,0.000137,33.59147
9.77019,0.000207,33.58176
9.768463,0.000203,33.60059
9.770661,0.000152,33.57912
9.769339,0.000195,33.58324
9.777102,0.000454,33.5647
9.776715,0.000541,33.56941
9.782193,0.000107,33.56382
9.780213,0.000309,33.55794
9.772491,0.000159,33.55795
9.77993,9.8e-05,33.54588
9.779596,0.000138,33.54147
9.778513,0.000325,33.53676
9.781034,6.4e-05,33.52618
9.780025,0.000189,33.51235
9.785898,0.000267,33.51265
9.794591,0.000231,33.50059
9.782567,0.000198,33.47677
9.773801,0.000172,33.46882
9.781256,0.000756,33.45441
9.781294,0.000194,33.45235
9.788924,0.000178,33.45118
9.791246,0.000194,33.4353
9.790077,0.000209,33.42088
9.798555,0.000248,33.4203
9.796948,0.000112,33.4203
9.798891,0.000151,33.41588
9.796419,0.000165,33.41529
9.799386,9.4e-05,33.42
9.793388,0.000389,33.42412
9.803557,0.000101,33.41206
9.79655,8.8e-05,33.41471
9.809205,0.000127,33.41853
9.802159,0.000437,33.42206
9.804997,0.00036,33.42059
9.808746,9.1e-05,33.42059
9.809286,0.000139,33.42971
9.813336,0.000123,33.42382
9.815193,0.000158,33.40824
9.816021,0.000113,33.40618
9.826365,0.000196,33.41206
9.817376,0.000718,33.40911
9.81408,0.000267,33.40118
9.811124,0.000111,33.39206
9.813545,0.000388,33.39147
9.806231,9.5e-05,33.38882
9.817071,0.000884,33.36853
9.813871,0.000312,33.36265
9.811659,0.000315,33.35088
9.813332,0.000108,33.36588
9.814092,9.4e-05,33.34882
9.807798,0.000111,33.34735
9.808019,7.8e-05,33.34029
9.816999,8.6e-05,33.34059
9.807291,0.0001,33.33853
9.813791,7.4e-05,33.33
9.810857,0.000178,33.34206
9.81098,9.3e-05,33.33765
9.811958,0.000115,33.33353
9.817521,0.000124,33.32794
9.812348,0.00018,33.33235
9.814914,0.000141,33.33353
9.817282,4.8e-05,33.33529
9.825114,0.000274,33.33912
9.81037,0.000661,33.34088
9.807497,0.000241,33.34412
9.818335,0.000117,33.35
9.820791,6.3e-05,33.34441
9.820524,0.000115,33.35353
9.818552,0.000119,33.36382
9.816276,0.000186,33.36971
9.818954,0.000211,33.36588
9.810967,0.00011,33.36853
9.814025,8.4e-05,33.37677
9.820726,0.00017,33.37824
9.815145,7.4e-05,33.38353
9.814829,5.6e-05,33.39647
9.816713,0.00021,33.39265
9.816833,0.00014,33.39
9.816779,0.000103,33.39765
9.818084,0.000138,33.38736
9.814137,0.000106,33.37823
9.810999,4.9e-05,33.38117
9.81445,8.8e-05,33.37354
9.805475,0.000176,33.36353
9.814099,0.000127,33.36177
9.814489,0.00012,33.37059
9.815317,0.000149,33.36059
9.816782,0.00017,33.34382
9.819757,8.4e-05,33.35147
9.813179,0.000196,33.35235
9.818003,0.000197,33.35117
9.817553,0.000115,33.34501
9.819002,6e-05,33.34118
9.82065,0.00021,33.32706
9.816942,8.8e-05,33.31941
9.818628,0.000191,33.32235
9.816939,0.000148,33.31911
9.814302,8e-05,33.31647
9.81774,0.000133,33.3097
9.822186,0.000121,33.31735
9.826769,8e-05,33.32795
9.821211,2.8e-05,33.32558
9.821443,6.2e-05,33.32264
9.815621,9e-05,33.3197
9.823566,5.8e-05,33.32941
9.818287,0.000164,33.33147
9.82315,7.4e-05,33.33765
9.821613,5.1e-05,33.33912
9.818697,0.000131,33.345
9.826261,8.9e-05,33.35177
9.820705,2.6e-05,33.36029
9.820159,0.000112,33.35176
9.818637,3.3e-05,33.35941
9.824149,0.000202,33.36206
9.822015,0.000186,33.36647
9.817883,0.0002,33.37059
9.823851,0.000213,33.36295
9.817818,5.1e-05,33.37206
9.822565,0.000119,33.37
9.820616,8e-05,33.36647
9.820614,0.000124,33.36236
9.818844,6.3e-05,33.35941
9.822895,6.9e-05,33.35177
9.815405,0.000232,33.35677
9.821724,7.5e-05,33.34794
9.820738,9.9e-05,33.35353
9.818642,6.1e-05,33.35941
9.817782,0.000132,33.37265
9.821004,8e-05,33.36971
9.825902,0.000158,33.37206
9.817701,6.4e-05,33.36824
9.821503,0.000153,33.37265
9.824518,0.000148,33.38383
9.820623,7.4e-05,33.38118
9.819192,0.000119,33.37618
9.818042,9.8e-05,33.36676
9.820683,7.9e-05,33.37177
9.826444,5.7e-05,33.37736
9.823067,0.000143,33.37823
9.823466,6.9e-05,33.37441
9.825071,0.000144,33.38971
9.818018,0.00016,33.395
9.819107,4.7e-05,33.39677
9.825132,7e-05,33.39647
9.823446,6e-05,33.40206
9.820414,4.7e-05,33.40647
9.82037,8.5e-05,33.41088
9.823867,5.2e-05,33.415
9.82471,2e-05,33.41794
9.823763,0.000101,33.41676
9.824213,0.0001,33.41677
9.820829,9.9e-05,33.40706
9.820668,0.000184,33.41647
9.827538,7.7e-05,33.41412
9.821162,0.000179,33.41117
9.827921,9.7e-05,33.41618
9.82915,5.7e-05,33.41117
9.820565,8.9e-05,33.42176
9.821739,7.5e-05,33.42059
9.825818,0.000137,33.4197
9.822053,0.000105,33.42559
9.824586,7.6e-05,33.42353
9.822027,2.7e-05,33.42794
9.820266,0.000175,33.42235
9.827671,0.000152,33.42323
9.824615,6.3e-05,33.41794
9.822573,8e-05,33.42206
9.823965,0.000118,33.42
9.819092,0.000112,33.42529
9.827301,0.000112,33.42176
9.82141,0.000167,33.42176
9.819063,6.2e-05,33.42912
9.826147,9.8e-05,33.43588
9.816077,4e-05,33.43177
9.822245,0.000203,33.43912
9.822682,0.000106,33.43676
9.824205,0.000154,33.43735
9.827116,0.000159,33.44442
9.822814,0.000121,33.44941
9.826567,5e-05,33.45058
9.831999,0.000133,33.44882
9.824145,0.000122,33.44912
9.822697,9.2e-05,33.46265
9.826239,0.000134,33.45971
9.827702,0.000112,33.45676
9.823456,0.000138,33.46206
9.826906,5.3e-05,33.46853
9.831719,7.7e-05,33.46735
9.84287,0.001417,33.47265
9.822031,0.001114,33.47706
9.828669,0.000753,33.47029
9.821251,0.000646,33.47735
9.83016,7.9e-05,33.47382
9.823803,0.000565,33.47029
9.830869,0.00011,33.47147
9.817875,0.000345,33.47941
9.821196,0.003275,33.47823
9.822126,0.000177,33.47441
9.828006,0.000415,33.47265
9.831321,0.000169,33.47441
9.82411,9.8e-05,33.48118
9.831189,0.000481,33.47676
9.825792,0.000158,33.48441
9.823981,0.000176,33.48765
9.821342,0.000117,33.48382
9.829082,0.000689,33.48412
9.830004,0.000623,33.48177
9.822447,9.9e-05,33.47529
9.827383,0.00022,33.48088
9.823646,0.000228,33.48412
9.825846,0.0003,33.49882
9.827473,8.8e-05,33.49647
9.82353,8.7e-05,33.48559
9.823538,0.00025,33.48353
9.828794,0.00015,33.49059
9.83069,6.8e-05,33.50088
9.831651,0.000169,33.49941
9.826306,0.000256,33.50823
9.826281,0.000144,33.50117
9.829827,8.2e-05,33.50618
9.824598,0.000295,33.50294
9.823887,5.2e-05,33.49765
9.825891,0.000185,33.50412
9.829828,0.000118,33.50176
9.823248,0.000684,33.50294
9.822596,8.5e-05,33.50235
9.822774,0.0001,33.50735
9.829646,7.4e-05,33.50029
9.833527,5.7e-05,33.51
9.82485,0.00013,33.50471
9.825164,8.8e-05,33.51588
9.82301,5.2e-05,33.50706
9.825891,8.2e-05,33.51235
9.820188,0.000151,33.51059
9.834049,0.000273,33.52529
9.825458,0.001129,33.52618
9.82715,4.8e-05,33.535
9.826254,0.000238,33.53617
9.826248,9.7e-05,33.54618
9.830696,6.7e-05,33.54176
9.824176,7.1e-05,33.54353
9.820628,7.9e-05,33.53735
9.826063,8.6e-05,33.52824
9.825752,0.000186,33.53471
9.816566,0.000259,33.5197
9.824383,0.000223,33.51971
9.826326,0.000284,33.51206
9.824497,0.000108,33.51441
9.825391,0.00015,33.51235
9.828726,5.8e-05,33.4997
9.826939,8.2e-05,33.49794
9.829097,0.000427,33.49823
9.823961,0.000222,33.48294
9.828731,0.000175,33.49177
9.826475,0.000118,33.48471
9.839102,0.000226,33.47971
9.830624,0.000936,33.47676
9.827329,0.000108,33.47794
9.833372,7.9e-05,33.475
9.822412,0.000172,33.47147
9.821527,0.000133,33.4703
9.821012,5e-05,33.47264
9.823174,0.000135,33.46795
9.825499,3.6e-05,33.46618
9.825371,0.001447,33.46294
9.825725,4.6e-05,33.4703
9.821142,0.000114,33.47029
9.830244,0.000162,33.46794
9.821337,5.5e-05,33.47089
9.824492,0.000125,33.47824
9.827805,0.000151,33.46441
9.823774,9.2e-05,33.46824
9.825907,0.000111,33.46941
9.822953,6.9e-05,33.47882
9.826447,0.000112,33.47882
9.82141,0.000217,33.48383
9.823058,0.000108,33.48618
9.826387,0.000248,33.49264
9.810986,0.000282,33.49323
9.826435,5e-05,33.50176
9.821305,8.8e-05,33.4903
9.826745,6.6e-05,33.49236
9.820092,0.000503,33.49441
9.821147,0.0002,33.49
9.827276,0.0001,33.49176
9.825006,0.000107,33.49412
9.817216,0.000221,33.49559
9.827909,0.000206,33.48412
9.829481,0.000285,33.5003
9.823397,0.000199,33.50117
9.827841,0.000124,33.49647
9.825733,7.2e-05,33.49
9.826341,0.000118,33.4847
9.830084,0.000115,33.48735
9.828685,0.000132,33.49294
9.827892,2.8e-05,33.49236
9.820989,0.000303,33.49324
9.834108,0.000385,33.4897
9.827765,0.000265,33.49323
9.835979,7.9e-05,33.50588
9.830655,7.9e-05,33.51235
9.833265,0.000102,33.50588
9.825712,6.9e-05,33.51441
9.82572,0.000177,33.51706
9.83103,0.000145,33.52147
9.830292,4.7e-05,33.51647
9.828458,6.8e-05,33.52882
9.824052,8e-05,33.52353
9.827528,8.9e-05,33.52618
9.826483,5.6e-05,33.52235
9.830451,2.8e-05,33.53323
9.830172,2.3e-05,33.52794
9.835241,0.00046,33.52441
9.821307,0.000401,33.52147
9.828062,7.2e-05,33.52676
9.827406,0.000118,33.52529
9.827202,0.0001,33.52941
9.821467,6.1e-05,33.53
9.828298,8.6e-05,33.53441
9.828433,0.00014,33.52147
9.828458,0.00019,33.52382
9.83085,8.4e-05,33.52382
