mean,var,temp
9.838594,0.038065,33.86559
9.7478,0.047078,33.86206
9.776629,0.048004,33.87442
9.838582,0.052297,33.86971
9.737716,0.067151,33.87971
9.76006,0.055296,33.87706
9.834902,0.050215,33.88559
9.875196,0.035742,33.88971
9.829577,0.059341,33.90618
9.812071,0.054369,33.90324
9.803308,0.052394,33.91441
9.761098,0.048671,33.92147
9.805833,0.064553,33.92677
9.783518,0.06541,33.93147
9.836325,0.035073,33.93971
9.746158,0.048594,33.92942
9.74257,0.038548,33.93441
9.773951,0.028643,33.94588
9.835783,0.055414,33.94117
9.794166,0.063693,33.94765
9.775979,0.045031,33.95735
9.829203,0.063106,33.95971
9.826169,0.056944,33.96
9.772669,0.043062,33.96412
9.81402,0.070564,33.96412
9.79174,0.043007,33.96735
9.784861,0.041681,33.98264
9.743517,0.045225,33.97853
9.801462,0.049621,33.98441
9.797826,0.049339,33.97235
9.757036,0.060196,33.98294
9.839791,0.062422,33.98911
9.801035,0.065247,33.99794
9.802488,0.062274,34.01265
9.730225,0.057532,34.01265
9.724654,0.050214,34.01029
9.805974,0.063511,34.01176
9.75406,0.051088,34.01853
9.787344,0.07244,34.01794
9.813766,0.053714,34.00382
9.84126,0.064409,34.00941
9.801911,0.067639,34.01941
9.821385,0.064868,34.02941
9.79503,0.049403,34.04235
9.77577,0.049136,34.04765
9.748303,0.08012,34.04911
9.759211,0.046867,34.06147
9.807367,0.036525,34.06647
9.8251,0.044119,34.07323
9.836217,0.052987,34.07618
9.829262,0.046874,34.08147
9.783195,0.067187,34.08089
9.762623,0.064506,34.08442
9.770119,0.056048,34.09265
9.754066,0.061557,34.10118
9.802675,0.057216,34.10235
9.785231,0.062873,34.12059
9.773397,0.064673,34.12059
9.816664,0.068117,34.12765
9.841486,0.084705,34.12382
9.86261,0.05182,34.13412
9.77281,0.054486,34.14294
9.758338,0.051148,34.14265
9.770937,0.058883,34.14059
9.804984,0.038789,34.14265
9.830295,0.074229,34.14382
9.83045,0.065114,34.16118
9.836699,0.057197,34.16441
9.777962,0.057723,34.1603
9.813132,0.050379,34.16618
9.73214,0.052486,34.17059
9.759515,0.051388,34.17294
9.760164,0.027792,34.17617
9.776178,0.042588,34.18206
9.797893,0.05872,34.17559
9.839319,0.069381,34.19677
9.748924,0.072522,34.19912
9.889051,0.064191,34.19853
9.810313,0.069706,34.20853
9.802256,0.063678,34.22118
9.709548,0.054348,34.22
9.790916,0.061148,34.2347
9.794088,0.056189,34.23794
